UNIX_TS,WHE,RSE,GRE,MHE,B1E,BME,CWE,DWE,EQE,FRE,HPE,OFE,UTE,WOE,B2E,CDE,DNE,EBE,FGE,HTE,OUE,TVE,UNE,Hour,Weekday,Month,Season
1350345540,740,719,4,999,0,5,0,0,45,115,39,25,52,1,8,0,0,27,7,5,0,226,762,15,0,10,2
1350349140,3870,578,4,977,0,5,0,0,46,115,38,19,52,1,8,0,0,26,215,5,0,324,870,16,0,10,2
1350352740,4277,658,4,923,0,5,0,0,45,116,38,25,51,1,8,0,0,26,7,5,0,31,973,17,0,10,2
1350356340,4761,514,4,387,21,5,0,0,46,116,38,98,51,0,67,0,0,27,7,6,0,21,999,18,0,10,2
1350359940,2362,690,4,998,21,5,0,0,47,116,39,78,52,1,69,0,0,26,7,5,0,20,974,19,0,10,2
1350363540,1617,367,4,962,0,5,0,0,45,116,38,201,52,1,68,0,0,26,150,5,0,20,582,20,0,10,2
1350367140,904,411,4,985,0,5,0,0,46,116,39,20,52,1,59,0,0,27,145,60,0,84,750,21,0,10,2
1350370740,968,440,4,994,0,5,0,0,46,116,39,19,53,1,7,0,0,26,83,5,0,325,97,22,0,10,2
1350374340,795,52,4,631,0,5,0,0,46,116,39,83,52,1,7,0,0,26,149,5,0,21,64,23,0,10,2
1350377940,772,45,4,643,0,5,0,0,47,116,41,19,53,1,7,0,0,27,8,5,0,21,49,0,1,10,2
1350381540,795,45,4,615,0,5,0,0,45,117,41,19,53,1,7,0,0,26,8,5,0,21,52,1,1,10,2
1350385140,680,45,4,611,0,5,0,0,46,124,41,19,53,1,7,0,0,27,7,5,0,20,56,2,1,10,2
1350388740,781,45,4,608,0,5,0,0,46,125,42,19,53,0,7,0,0,26,151,5,0,20,63,3,1,10,2
1350392340,676,45,4,514,0,5,0,0,46,122,39,19,52,1,7,0,0,27,7,5,0,21,59,4,1,10,2
1350395940,859,495,4,619,0,5,0,0,45,123,39,20,52,0,7,0,0,27,7,5,0,21,55,5,1,10,2
1350399540,996,989,4,868,0,5,0,0,45,113,39,20,52,1,7,0,0,26,7,5,0,21,58,6,1,10,2
1350403140,991,45,6,855,0,5,0,0,46,122,38,218,52,1,7,0,0,26,7,5,0,21,542,7,1,10,2
1350406740,991,45,4,953,0,5,0,0,47,112,42,66,52,1,7,0,0,26,68,6,0,20,449,8,1,10,2
1350410340,1869,45,4,1826,0,338,9,0,46,111,39,72,52,1,7,0,0,26,7,5,0,20,999,9,1,10,2
1350413940,968,43,4,804,0,5,91,0,46,112,38,97,52,1,7,0,0,26,8,5,1,20,912,10,1,10,2
1350417540,964,45,6,983,0,5,0,0,46,112,38,95,52,1,71,4688,0,26,8,5,0,20,360,11,1,10,2
1350421140,936,45,4,985,0,5,0,0,45,113,39,77,52,1,75,0,0,26,7,5,0,20,52,12,1,10,2
1350424740,786,45,4,611,0,5,0,0,46,112,39,24,52,1,72,0,0,26,7,5,0,21,54,13,1,10,2
1350428340,854,605,4,624,0,5,0,0,47,112,39,19,52,1,7,0,0,26,7,5,0,20,51,14,1,10,2
1350431940,987,550,4,517,0,5,0,0,44,112,38,21,52,1,7,0,0,26,147,5,0,20,44,15,1,10,2
1350435540,976,902,4,667,0,5,0,0,46,111,39,19,52,1,7,0,0,26,7,5,0,20,42,16,1,10,2
1350439140,996,66,568,688,21,5,0,0,47,111,39,24,52,1,77,0,0,26,82,5,0,20,996,17,1,10,2
1350442740,2463,68,4,2247,21,5,0,0,44,111,38,648,52,1,84,0,7,27,8,5,0,20,987,18,1,10,2
1350446340,895,66,4,958,21,5,0,0,46,111,38,27,52,1,69,0,7,26,7,5,0,21,705,19,1,10,2
1350449940,904,479,4,992,0,5,0,0,45,111,39,23,52,1,70,0,7,27,7,50,0,20,765,20,1,10,2
1350453540,8668,95,4,914,0,42,0,0,46,112,41,21,53,1,59,9,7,26,475,5,0,20,780,21,1,10,2
1350457140,891,45,4,999,0,5,0,0,47,111,39,19,52,1,8,0,6,27,153,5,0,21,540,22,1,10,2
1350460740,676,45,4,626,0,5,0,0,45,112,39,19,53,1,8,0,5,26,154,5,0,20,51,23,1,10,2
1350464340,671,45,4,628,0,5,0,0,46,112,41,19,53,1,8,0,6,26,8,5,0,20,60,0,2,10,2
1350467940,996,500,4,521,0,5,0,0,47,112,41,19,53,0,8,0,7,26,7,5,0,21,54,1,2,10,2
1350471540,831,45,4,626,0,5,0,0,46,112,41,19,53,1,8,0,7,26,8,5,0,21,52,2,2,10,2
1350475140,562,45,4,519,0,5,0,0,46,122,41,20,53,1,8,0,7,26,8,5,0,21,63,3,2,10,2
1350478740,667,45,4,505,0,5,0,0,46,112,41,19,53,1,8,0,7,26,148,5,0,20,51,4,2,10,2
1350482340,836,45,4,996,0,5,0,0,45,120,41,76,52,1,8,0,6,26,7,5,0,20,62,5,2,10,2
1350485940,982,724,4,928,0,5,0,0,45,111,38,20,52,1,8,0,0,26,7,6,0,20,897,6,2,10,2
1350489540,767,977,4,608,0,5,0,0,46,121,39,19,52,1,7,0,0,26,144,5,0,21,9,7,2,10,2
1350493140,639,45,4,491,0,5,0,0,46,120,39,70,52,1,7,0,0,26,7,5,0,20,61,8,2,10,2
1350496740,987,536,4,500,0,5,0,0,47,121,41,19,52,1,7,0,0,27,7,5,0,20,59,9,2,10,2
1350500340,950,493,4,642,0,5,0,0,45,121,39,19,52,1,7,0,0,26,8,65,0,20,45,10,2,10,2
1350503940,918,456,4,620,0,5,0,0,46,120,39,19,52,1,7,0,0,27,7,5,0,21,47,11,2,10,2
1350507540,872,573,4,489,0,5,0,0,47,121,41,19,52,1,7,0,0,27,8,5,0,20,60,12,2,10,2
1350511140,932,98,4,604,0,5,0,0,45,112,39,19,52,1,7,0,0,26,9,5,0,21,59,13,2,10,2
1350514740,959,45,532,869,0,5,0,0,45,112,39,90,52,1,7,0,0,26,84,5,0,20,67,14,2,10,2
1350518340,813,479,4,670,0,5,0,0,47,120,39,19,52,1,7,0,0,26,148,5,0,21,96,15,2,10,2
1350521940,977,605,4,547,0,5,0,0,44,121,43,81,52,0,7,0,0,26,7,5,0,20,98,16,2,10,2
1350525540,936,594,79,971,0,5,0,0,46,112,38,80,52,1,7,0,0,27,7,5,0,20,97,17,2,10,2
1350529140,959,530,6,984,21,5,0,0,44,111,39,27,52,0,90,0,0,26,7,5,0,20,808,18,2,10,2
1350532740,1567,614,4,996,21,5,0,0,45,112,38,19,52,0,76,0,0,26,7,5,0,21,678,19,2,10,2
1350536340,3112,891,4,996,0,5,0,0,46,112,38,25,52,1,8,0,0,26,81,5,0,318,98,20,2,10,2
1350539940,927,612,4,996,0,5,0,0,47,121,39,19,52,0,8,0,0,26,148,5,0,43,98,21,2,10,2
1350543540,671,45,4,626,0,5,0,0,47,122,43,19,52,1,8,0,0,26,97,5,0,21,48,22,2,10,2
1350547140,808,45,4,630,0,5,0,0,45,122,39,74,52,1,8,0,0,26,8,5,0,21,51,23,2,10,2
1350550740,658,45,4,492,0,5,0,0,46,123,41,84,52,1,8,0,0,27,5,5,0,21,62,0,3,10,2
1350554340,813,45,4,638,0,5,0,0,47,123,39,19,53,1,8,0,0,27,150,5,0,21,63,1,3,10,2
1350557940,676,45,4,594,0,5,0,0,46,123,41,19,53,1,8,0,0,27,8,5,0,20,60,2,3,10,2
1350561540,676,45,4,579,0,5,0,0,47,123,39,19,52,1,8,0,0,26,151,5,0,20,60,3,3,10,2
1350565140,813,45,4,638,0,5,0,0,45,121,41,20,52,1,8,0,0,26,8,5,0,20,54,4,3,10,2
1350568740,722,45,4,679,0,5,0,0,46,123,41,19,52,1,8,0,0,26,7,5,0,20,57,5,3,10,2
1350572340,964,662,4,989,5,5,0,0,45,111,39,98,52,1,8,0,0,26,9,50,0,20,737,6,3,10,2
1350575940,977,770,516,869,0,5,0,0,45,122,39,80,52,1,8,0,0,26,7,5,0,20,57,7,3,10,2
1350579540,680,45,4,503,0,5,0,0,45,123,39,24,52,1,8,0,0,26,88,5,0,20,58,8,3,10,2
1350583140,987,45,4,942,0,5,0,0,45,122,39,25,52,1,69,0,0,26,8,5,0,20,48,9,3,10,2
1350586740,859,45,4,711,0,5,0,0,46,123,39,89,52,1,73,0,0,26,7,5,0,20,32,10,3,10,2
1350590340,991,45,4,809,0,5,0,0,47,123,39,25,52,1,76,0,0,26,149,5,0,20,342,11,3,10,2
1350593940,881,45,4,820,0,5,0,0,45,114,39,25,52,1,72,0,0,25,82,5,0,20,46,12,3,10,2
1350597540,977,45,4,798,0,5,0,0,45,114,39,25,52,1,8,0,0,26,8,5,0,20,326,13,3,10,2
1350601140,690,45,6,645,0,5,0,0,46,124,41,21,52,1,8,0,0,26,7,5,0,21,60,14,3,10,2
1350604740,996,653,4,507,0,5,0,0,47,123,38,19,52,1,8,0,0,26,7,5,0,21,64,15,3,10,2
1350608340,945,580,4,597,0,5,0,0,44,122,39,20,51,1,8,0,0,26,7,5,0,20,52,16,3,10,2
1350611940,968,696,4,934,0,5,0,0,46,122,41,21,51,1,8,0,0,26,7,7,0,20,8,17,3,10,2
1350615540,3038,616,4,994,0,5,0,0,46,115,38,25,51,1,58,0,7,26,7,50,0,20,843,18,3,10,2
1350619140,982,596,4,987,6,5,83,0,45,116,39,19,51,1,58,0,5,26,7,5,1,21,91,19,3,10,2
1350622740,945,424,4,953,0,5,630,0,45,116,39,25,52,1,8,0,1,26,8,5,3,69,857,20,3,10,2
1350626340,7782,504,4,960,0,5,0,0,44,116,41,20,52,1,8,9,1,26,7,5,0,333,99,21,3,10,2
1350629940,987,518,4,926,0,5,0,0,46,126,43,76,52,1,8,284,1,26,7,5,0,31,64,22,3,10,2
1350633540,804,45,4,633,0,5,0,0,47,126,41,19,52,1,8,0,0,26,7,5,0,21,58,23,3,10,2
1350637140,849,45,4,648,0,5,0,0,46,127,45,71,52,1,8,0,0,26,7,5,0,21,58,0,4,10,2
1350640740,813,45,4,640,0,5,0,0,46,127,41,19,52,1,8,0,0,26,8,5,0,21,80,1,4,10,2
1350644340,680,45,4,507,0,5,0,0,46,127,42,69,52,1,8,0,0,26,696,5,0,21,54,2,4,10,2
1350647940,671,45,4,517,0,5,0,0,47,127,41,70,53,0,8,0,1,26,8,5,0,21,58,3,4,10,2
1350651540,671,45,4,498,0,5,0,0,46,127,41,20,52,1,8,0,2,26,8,5,0,21,52,4,4,10,2
1350655140,685,45,4,596,0,5,0,0,47,116,39,19,52,1,8,0,1,26,7,5,0,21,52,5,4,10,2
1350658740,996,783,4,635,0,5,0,0,46,126,41,74,52,1,8,0,0,26,7,5,0,21,58,6,4,10,2
1350662340,790,45,4,747,0,5,0,0,47,116,41,96,53,1,8,7,0,26,90,5,0,21,773,7,4,10,2
1350665940,790,45,4,617,0,5,0,0,45,116,39,24,52,1,8,0,0,26,83,5,0,21,60,8,4,10,2
1350669540,731,45,4,654,1,5,0,793,45,116,39,24,52,0,67,0,0,26,7,5,0,20,61,9,4,10,2
1350673140,740,45,4,695,1,5,0,793,46,116,38,24,52,1,7,0,0,26,148,6,0,21,8,10,4,10,2
1350676740,804,488,4,631,1,5,0,778,47,126,39,19,52,1,7,0,0,26,9,6,0,20,59,11,4,10,2
1350680340,982,486,4,800,1,5,0,795,44,116,39,75,53,0,8,0,0,26,8,6,0,20,51,12,4,10,2
1350683940,754,45,472,663,1,5,0,786,45,116,39,23,52,1,8,0,0,26,195,6,0,20,49,13,4,10,2
1350687540,676,45,4,619,0,5,0,0,45,126,41,95,53,0,8,0,0,26,8,5,0,20,62,14,4,10,2
1350691140,932,749,4,969,0,5,0,0,47,126,39,77,52,1,8,0,0,26,83,5,0,20,494,15,4,10,2
1350694740,1663,530,4,996,364,5,0,0,44,116,38,21,52,1,8,0,0,26,7,65,0,20,823,16,4,10,2
1350698340,845,605,4,828,0,5,0,0,45,116,38,79,52,1,8,0,0,26,148,5,0,20,983,17,4,10,2
1350701940,3683,479,4,3277,0,5,0,0,46,115,38,203,52,1,8,0,0,26,453,5,0,20,999,18,4,10,2
1350705540,2426,559,4,928,22,5,0,0,47,116,38,95,52,1,59,0,0,26,7,54,0,20,998,19,4,10,2
1350709140,977,461,4,972,0,5,0,0,45,116,39,19,52,1,59,0,0,26,7,5,0,20,55,20,4,10,2
1350712740,987,79,4,974,0,4,0,0,45,117,39,79,53,1,8,0,0,26,7,5,0,314,60,21,4,10,2
1350716340,968,45,4,791,0,5,0,0,46,127,41,19,52,1,8,0,0,26,149,5,0,21,61,22,4,10,2
1350719940,685,45,4,505,0,5,0,0,47,116,42,19,52,1,8,0,0,26,8,5,0,20,53,23,4,10,2
1350723540,676,45,4,608,0,5,0,0,45,127,41,19,53,1,8,0,0,26,8,5,0,20,62,0,5,10,2
1350727140,790,45,4,613,0,5,0,0,46,127,42,19,53,1,8,0,0,26,149,5,0,22,60,1,5,10,2
1350730740,772,45,4,599,0,5,0,0,46,127,39,19,53,1,8,0,0,26,8,5,0,21,57,2,5,10,2
1350734340,790,45,4,612,0,5,0,0,46,127,43,19,53,1,8,0,0,26,150,5,0,21,64,3,5,10,2
1350737940,722,52,4,679,0,5,0,0,46,127,42,87,52,1,8,0,0,26,7,5,0,21,61,4,5,10,2
1350741540,744,45,4,576,0,5,0,0,46,127,39,19,52,0,8,0,0,26,8,5,0,20,60,5,5,10,2
1350745140,694,45,4,501,0,5,0,0,45,127,41,79,52,1,8,0,0,26,913,5,0,20,45,6,5,10,2
1350748740,945,45,4,767,0,5,0,0,47,127,42,19,52,1,8,0,0,26,7,5,0,20,60,7,5,10,2
1350752340,982,968,4,649,0,5,0,0,45,116,39,69,53,1,8,0,0,26,67,5,0,21,63,8,5,10,2
1350755940,982,664,4,903,0,5,0,0,45,116,39,25,52,0,8,0,0,26,7,5,0,21,44,9,5,10,2
1350759540,966,936,4,815,0,5,98,0,46,116,39,25,53,1,9,0,0,26,150,5,3,21,91,10,5,10,2
1350763140,996,630,4,960,0,5,80,0,46,116,39,21,52,1,8,0,0,26,7,5,2,20,81,11,5,10,2
1350766740,977,808,4,496,0,5,0,0,45,116,39,21,52,1,8,0,0,26,143,5,0,20,44,12,5,10,2
1350770340,991,833,4,505,0,5,0,0,45,116,39,72,52,1,8,0,0,27,149,5,0,20,8,13,5,10,2
1350773940,987,562,4,492,0,5,0,0,46,126,41,20,52,1,8,0,0,26,7,5,0,21,56,14,5,10,2
1350777540,9400,502,4,960,0,5,848,0,47,359,991,25,51,1,8,7,0,25,147,53,2,93,951,15,5,10,2
1350781140,926,612,4,883,0,5,93,0,46,355,39,682,51,1,8,9,0,26,8,6,2,31,98,16,5,10,2
1350784740,891,422,4,965,0,5,0,0,47,126,39,21,51,0,8,4633,0,26,7,5,0,31,975,17,5,10,2
1350788340,996,486,4,992,370,5,0,0,44,118,39,19,51,1,8,0,0,26,150,5,0,20,772,18,5,10,2
1350791940,973,66,4,917,370,5,0,0,45,116,39,19,52,0,8,0,0,26,7,5,0,20,553,19,5,10,2
1350795540,717,66,4,654,21,5,0,0,46,116,38,72,52,1,8,7,0,26,8,5,0,236,897,20,5,10,2
1350799140,1649,66,4,1533,0,341,0,0,45,116,38,19,52,1,8,0,0,27,7,5,0,331,517,21,5,10,2
1350802740,977,68,4,853,0,5,0,0,45,127,39,19,52,1,8,0,0,27,7,5,0,299,744,22,5,10,2
1350806340,860,502,4,683,0,5,0,0,46,127,42,70,52,1,8,0,0,27,144,5,0,21,75,23,5,10,2
1350809940,749,45,4,633,0,5,0,0,46,117,41,19,52,0,8,0,0,27,8,5,0,21,9,0,6,10,2
1350813540,694,45,4,510,0,5,0,0,46,127,41,19,52,1,8,0,0,27,148,5,0,21,60,1,6,10,2
1350817140,991,502,4,578,0,5,0,0,46,127,43,20,52,1,8,0,0,27,149,5,0,21,59,2,6,10,2
1350820740,685,45,4,507,0,5,0,0,46,127,42,79,52,1,8,0,0,27,8,5,0,21,56,3,6,10,2
1350824340,685,45,4,508,0,5,0,0,46,127,41,19,52,1,8,0,0,26,145,5,0,21,63,4,6,10,2
1350827940,690,45,4,513,0,5,0,0,45,127,41,19,52,1,8,0,0,26,7,5,0,21,58,5,6,10,2
1350831540,671,45,4,503,0,5,0,0,45,126,41,19,52,1,8,0,0,26,151,5,0,21,62,6,6,10,2
1350835140,877,70,4,784,0,5,0,0,45,126,39,19,51,1,8,7,0,26,7,59,0,20,64,7,6,10,2
1350838740,996,781,4,996,0,5,0,0,45,126,39,73,51,1,8,0,0,26,82,5,0,21,91,8,6,10,2
1350842340,973,509,4,708,0,5,0,0,45,126,42,88,51,1,8,0,0,26,7,5,0,21,56,9,6,10,2
1350845940,955,623,4,601,0,5,0,0,47,126,39,69,51,1,8,0,0,26,150,5,0,21,73,10,6,10,2
1350849540,996,678,4,558,0,5,0,0,44,126,39,19,51,1,8,0,0,26,7,5,0,20,53,11,6,10,2
1350853140,991,500,4,841,0,5,0,0,45,126,39,75,51,0,8,0,0,26,7,5,0,20,81,12,6,10,2
1350856740,977,486,4,985,0,5,98,0,46,116,38,96,51,1,8,0,0,26,169,5,0,20,494,13,6,10,2
1350860340,941,507,4,976,0,5,92,0,44,127,38,683,51,0,8,0,0,27,149,5,2,20,99,14,6,10,2
1350863940,763,47,4,633,0,5,0,0,45,117,41,19,51,0,8,0,0,26,7,5,0,20,52,15,6,10,2
1350867540,877,45,4,830,0,5,0,0,46,116,38,57,51,1,8,7,0,27,80,5,0,21,662,16,6,10,2
1350871140,945,45,4,967,21,5,0,0,45,126,41,92,51,1,8,6,6,26,7,5,0,20,918,17,6,10,2
1350874740,955,632,4,983,21,5,0,0,45,126,38,96,51,1,74,0,5,26,79,5,0,20,883,18,6,10,2
1350878340,968,591,4,997,5,5,0,0,47,118,41,99,51,0,84,0,2,27,159,5,0,20,588,19,6,10,2
1350881940,959,77,4,991,0,4,0,0,44,126,43,84,51,1,75,0,7,26,84,5,0,320,70,20,6,10,2
1350885540,4574,552,4,988,0,336,0,0,45,127,38,29,52,1,8,0,6,27,7,5,0,94,65,21,6,10,2
1350889140,982,482,4,859,0,5,0,0,46,127,41,70,52,1,7,0,7,27,7,5,0,31,81,22,6,10,2
1350892740,754,45,4,579,0,5,0,0,47,127,39,67,52,1,7,0,7,27,7,5,0,20,65,23,6,10,2
1350896340,726,45,4,549,0,5,0,0,45,127,42,70,52,1,7,0,6,27,149,5,0,21,57,0,0,10,2
1350899940,662,45,4,512,0,5,0,0,46,127,43,77,52,1,7,0,6,27,7,5,0,21,81,1,0,10,2
1350903540,923,45,4,748,0,5,0,0,47,127,41,84,52,1,7,0,7,27,8,5,0,20,66,2,0,10,2
1350907140,680,829,4,507,0,5,0,0,45,127,41,70,52,1,7,0,7,27,7,5,0,21,65,3,0,10,2
1350910740,731,45,4,684,0,5,0,0,46,127,43,69,52,1,7,0,6,27,7,5,0,20,59,4,0,10,2
1350914340,900,45,4,853,0,5,0,0,45,127,39,83,51,0,7,0,5,27,7,5,0,20,80,5,0,10,2
1350917940,973,671,4,629,0,5,0,0,46,127,41,76,51,0,7,0,6,27,7,5,0,20,82,6,0,10,2
1350921540,968,45,4,834,0,5,0,0,47,127,43,81,51,1,7,0,0,26,8,5,0,20,49,7,0,10,2
1350925140,973,63,4,803,0,5,0,0,47,127,38,65,51,1,8,0,0,26,7,5,0,21,64,8,0,10,2
1350928740,722,591,4,715,0,5,0,0,46,119,41,19,51,1,7,0,0,27,152,5,0,21,51,9,0,10,2
1350932340,859,45,4,816,1,5,0,797,45,128,41,24,51,1,69,0,0,26,82,6,0,21,59,10,0,10,2
1350935940,703,45,4,530,1,5,0,789,46,119,38,26,51,1,19,0,0,26,6,6,0,20,56,11,0,10,2
1350939540,817,45,4,750,1,5,0,780,47,120,38,23,51,1,21,0,0,26,7,6,0,20,63,12,0,10,2
1350943140,845,86,4,658,1,5,0,785,47,120,39,24,52,1,8,0,0,26,7,6,0,20,64,13,0,10,2
1350946740,886,45,4,964,0,5,0,3,46,120,39,81,52,1,8,0,0,26,7,5,0,20,52,14,0,10,2
1350950340,964,646,4,578,0,5,0,0,47,128,38,24,52,1,8,0,0,27,7,5,0,48,67,15,0,10,2
1350953940,2079,632,4,1671,0,335,0,0,46,119,38,20,51,1,8,0,0,27,149,5,0,301,691,16,0,10,2
1350957540,4419,603,4,983,0,5,0,0,47,119,38,72,51,1,62,0,0,26,7,5,0,31,832,17,0,10,2
1350961140,2581,731,4,999,21,97,0,0,44,119,38,24,51,1,63,0,0,26,141,6,0,20,998,18,0,10,2
1350964740,4227,648,4,999,21,5,0,0,45,130,38,24,51,1,77,0,0,26,7,5,0,20,674,19,0,10,2
1350968340,950,436,4,873,0,5,0,0,45,130,41,21,51,1,68,0,0,27,7,5,0,20,611,20,0,10,2
1350971940,927,475,4,998,0,5,0,0,46,130,41,21,52,1,8,0,0,26,76,5,0,308,572,21,0,10,2
1350975540,758,45,4,974,0,5,0,0,45,120,41,78,52,1,8,0,0,26,151,5,0,21,72,22,0,10,2
1350979140,804,45,4,624,0,5,0,0,46,120,41,19,52,1,8,0,0,27,7,5,0,21,52,23,0,10,2
1350982740,648,45,4,477,0,5,0,0,46,130,41,19,52,0,8,0,0,27,143,5,0,21,62,0,1,10,2
1350986340,790,45,4,611,0,5,0,0,47,130,39,19,52,1,8,0,0,27,8,5,0,20,61,1,1,10,2
1350989940,635,45,4,583,0,5,0,0,46,129,41,19,52,1,8,0,0,27,7,5,0,21,56,2,1,10,2
1350993540,671,45,4,505,0,5,0,0,46,129,39,19,52,1,8,0,0,27,7,5,0,21,62,3,1,10,2
1350997140,813,45,4,633,0,5,0,0,45,129,41,20,52,1,8,0,0,27,8,5,0,20,58,4,1,10,2
1351000740,776,45,4,613,0,5,0,0,46,127,5,19,52,1,8,0,0,27,143,5,0,21,61,5,1,10,2
1351004340,900,518,4,505,0,5,0,0,45,127,41,19,52,0,8,0,0,26,8,5,0,20,64,6,1,10,2
1351007940,982,802,4,649,0,5,0,0,45,127,39,81,52,1,8,0,0,27,83,5,0,20,623,7,1,10,2
1351011540,872,45,4,827,0,5,0,0,46,91,39,86,51,1,8,0,39,26,7,5,0,21,328,8,1,10,2
1351015140,767,45,4,685,0,5,0,0,46,99,39,21,51,1,8,0,36,27,8,5,0,21,283,9,1,10,2
1351018740,703,45,4,660,0,5,0,0,45,99,39,94,50,1,8,0,9,27,143,5,0,21,73,10,1,10,2
1351022340,973,45,4,980,0,5,0,0,46,99,39,90,50,1,7,0,8,26,7,5,0,20,63,11,1,10,2
1351025940,973,45,4,800,0,5,0,0,45,99,41,81,51,1,7,0,9,26,147,5,0,21,57,12,1,10,2
1351029540,886,486,4,519,0,5,0,0,46,99,42,75,51,1,8,0,9,26,8,5,0,21,79,13,1,10,2
1351033140,804,45,4,624,0,5,0,0,47,99,39,67,51,0,8,0,9,26,8,5,0,21,81,14,1,10,2
1351036740,653,530,4,539,0,5,0,0,44,99,39,20,51,1,7,0,9,27,7,5,0,20,60,15,1,10,2
1351040340,968,692,4,974,0,5,0,0,45,92,39,82,50,1,7,0,22,27,7,7,0,20,87,16,1,10,2
1351043940,987,605,4,663,0,5,0,0,45,99,39,21,50,0,56,0,0,27,142,5,0,20,98,17,1,10,2
1351047540,955,539,4,996,0,5,0,0,45,90,38,24,51,1,87,0,0,26,7,5,0,95,84,18,1,10,2
1351051140,4245,413,4,948,21,5,0,0,44,98,42,19,50,0,8,0,0,26,80,5,0,31,752,19,1,10,2
1351054740,973,568,4,965,21,5,0,0,45,93,38,19,51,1,58,0,0,26,146,5,0,20,694,20,1,10,2
1351058340,927,548,4,980,0,5,0,0,46,94,41,25,51,1,84,0,0,26,7,5,0,314,93,21,1,10,2
1351061940,781,43,4,631,0,5,0,0,47,94,39,20,52,1,8,0,0,26,8,5,0,21,48,22,1,10,2
1351065540,594,45,4,491,0,5,0,0,45,94,39,19,51,0,8,0,0,27,8,5,0,21,60,23,1,10,2
1351069140,763,45,4,586,0,5,0,0,45,99,41,19,52,1,8,0,0,27,145,5,0,21,61,0,2,10,2
1351072740,648,45,4,601,0,5,0,0,47,94,42,19,52,1,8,0,0,27,8,5,0,20,53,1,2,10,2
1351076340,662,45,4,489,0,5,0,0,45,94,42,68,52,1,8,0,0,27,150,5,0,21,62,2,2,10,2
1351079940,776,45,4,599,0,5,0,0,46,94,42,70,52,0,8,0,0,27,152,5,0,20,70,3,2,10,2
1351083540,740,45,4,576,0,5,0,0,46,95,42,19,51,0,8,0,0,27,8,5,0,21,63,4,2,10,2
1351087140,900,616,4,473,0,5,0,0,46,99,996,19,51,1,8,0,0,28,143,5,0,21,58,5,2,10,2
1351090740,996,626,4,944,0,5,0,0,47,99,41,73,51,1,9,0,0,27,81,5,0,21,563,6,2,10,2
1351094340,927,45,4,951,0,5,0,0,47,94,41,20,51,0,8,0,0,26,83,5,0,21,861,7,2,10,2
1351097940,996,495,4,981,0,5,95,0,46,99,43,78,51,1,7,0,0,26,7,5,0,21,512,8,2,10,2
1351101540,991,45,4,917,0,15,97,0,46,99,38,21,52,1,7,9,0,26,8,50,2,21,514,9,2,10,2
1351105140,968,45,4,999,0,344,99,0,47,93,41,97,51,1,7,5225,0,27,8,5,2,21,72,10,2,10,2
1351108740,904,45,4,930,0,13,0,0,44,99,38,19,51,1,7,5173,0,27,8,5,0,20,52,11,2,10,2
1351112340,991,45,4,944,0,9,0,0,45,99,41,20,51,1,7,7,0,27,144,5,0,20,63,12,2,10,2
1351115940,817,45,4,992,0,6,0,0,45,93,44,69,51,1,7,0,0,27,84,5,0,92,62,13,2,10,2
1351119540,3811,662,4,983,0,340,0,0,47,99,39,67,51,1,8,0,0,27,7,5,0,250,40,14,2,10,2
1351123140,3335,628,4,996,0,338,0,0,46,93,39,65,51,1,74,0,0,27,7,5,0,49,736,15,2,10,2
1351126740,977,621,4,646,0,5,0,0,45,99,38,21,51,1,19,0,0,27,143,5,0,20,96,16,2,10,2
1351130340,968,431,4,553,0,5,0,0,45,99,39,76,50,1,19,0,0,27,7,5,0,20,92,17,2,10,2
1351133940,3491,459,4,3308,21,8,0,0,45,99,42,21,51,1,8,0,6,26,80,5,0,20,956,18,2,10,2
1351137540,2869,507,4,910,21,5,0,0,45,93,38,583,50,1,58,0,4,27,143,6,0,20,923,19,2,10,2
1351141140,2769,632,4,999,21,337,0,0,47,92,38,198,51,1,8,0,0,26,7,5,0,315,99,20,2,10,2
1351144740,996,79,4,998,0,361,0,0,45,99,42,66,52,1,8,0,0,26,7,5,0,93,99,21,2,10,2
1351148340,936,45,4,957,0,5,0,0,45,93,39,23,52,1,71,0,0,27,7,5,0,31,66,22,2,10,2
1351151940,763,45,4,590,0,5,0,0,46,92,41,19,52,1,8,0,0,27,7,5,0,21,64,23,2,10,2
1351155540,781,45,4,610,0,5,0,0,47,94,43,19,52,1,8,0,1,27,141,5,0,21,60,0,3,10,2
1351159140,726,47,4,555,0,5,0,0,46,99,41,19,52,1,8,0,0,27,8,5,0,20,63,1,3,10,2
1351162740,635,45,4,485,0,5,0,0,46,93,43,19,52,1,8,0,1,27,142,5,0,20,61,2,3,10,2
1351166340,621,45,4,526,0,5,0,0,45,99,39,68,52,1,8,0,0,26,8,5,0,20,91,3,3,10,2
1351169940,955,484,4,907,0,5,0,0,46,99,41,19,52,1,8,0,2,26,143,5,0,20,48,4,3,10,2
1351173540,950,45,4,967,0,5,0,0,45,99,39,98,53,1,8,0,0,26,8,5,0,20,99,5,3,10,2
1351177140,991,676,4,646,0,5,0,0,45,99,41,19,51,1,9,0,0,26,7,5,0,20,80,6,3,10,2
1351180740,749,45,4,706,0,5,0,0,46,99,39,25,52,1,8,0,0,26,8,5,0,20,98,7,3,10,2
1351184340,845,45,4,674,0,5,0,0,44,99,41,25,51,1,8,0,0,26,8,5,0,20,94,8,3,10,2
