UNIX_TS,FRE,WOE,HTE,Weekday,Month,EBE
1386820700.0,1.0,0.0,1.0,2.0,12.0,0.0
1341655000.0,1.0,1.0,1.0,5.0,7.0,0.0
1334091500.0,1.0,1.0,1.0,1.0,4.0,0.0
1359871100.0,1.0,1.0,1.0,5.0,2.0,1.0
1335351400.0,1.0,1.0,1.0,2.0,4.0,0.0
1348513000.0,1.0,1.0,1.0,0.0,9.0,1.0
1372031900.0,1.0,0.0,1.0,6.0,6.0,1.0
1335736700.0,1.0,1.0,1.0,6.0,4.0,0.0
1352066300.0,1.0,1.0,1.0,6.0,11.0,1.0
1363190300.0,1.0,0.0,1.0,2.0,3.0,1.0
1346900200.0,1.0,1.0,1.0,2.0,9.0,1.0
1357869400.0,1.0,1.0,1.0,3.0,1.0,1.0
1354132700.0,1.0,1.0,1.0,2.0,11.0,1.0
1336013800.0,1.0,1.0,1.0,2.0,5.0,0.0
1346191100.0,1.0,0.0,1.0,1.0,8.0,1.0
1359331100.0,1.0,0.0,1.0,6.0,1.0,1.0
1336139900.0,1.0,1.0,1.0,4.0,5.0,0.0
1381021000.0,1.0,1.0,1.0,5.0,10.0,0.0
1356602200.0,1.0,1.0,1.0,3.0,12.0,1.0
1358222300.0,1.0,1.0,1.0,0.0,1.0,1.0
1378954600.0,1.0,0.0,1.0,2.0,9.0,0.0
1381161500.0,1.0,0.0,1.0,0.0,10.0,0.0
1390939100.0,1.0,1.0,1.0,1.0,1.0,0.0
1388869100.0,1.0,0.0,1.0,5.0,1.0,0.0
1373723900.0,1.0,0.0,1.0,5.0,7.0,0.0
1355007500.0,1.0,1.0,1.0,5.0,12.0,1.0
1334833000.0,1.0,1.0,1.0,3.0,4.0,0.0
1335175000.0,1.0,1.0,1.0,0.0,4.0,0.0
1343203100.0,1.0,1.0,1.0,1.0,7.0,0.0
1353751000.0,1.0,1.0,1.0,5.0,11.0,1.0
1382713100.0,1.0,0.0,1.0,4.0,10.0,0.0
1375102700.0,1.0,1.0,1.0,0.0,7.0,0.0
1339228700.0,1.0,1.0,1.0,4.0,6.0,0.0
1337925500.0,1.0,1.0,1.0,3.0,5.0,0.0
1376719100.0,1.0,0.0,1.0,4.0,8.0,0.0
1384581500.0,1.0,1.0,1.0,4.0,11.0,0.0
1335401900.0,1.0,1.0,1.0,2.0,4.0,0.0
1389171500.0,1.0,1.0,1.0,2.0,1.0,0.0
1356641900.0,1.0,1.0,1.0,3.0,12.0,1.0
1351767400.0,1.0,0.0,1.0,3.0,11.0,1.0
1341885400.0,1.0,1.0,1.0,0.0,7.0,0.0
1341269900.0,1.0,1.0,1.0,0.0,7.0,0.0
1371463000.0,1.0,0.0,1.0,0.0,6.0,1.0
1383505000.0,1.0,0.0,1.0,6.0,11.0,0.0
1383285500.0,1.0,1.0,1.0,3.0,10.0,0.0
1385456300.0,1.0,1.0,1.0,1.0,11.0,0.0
1337875100.0,1.0,1.0,1.0,3.0,5.0,0.0
1363046300.0,1.0,0.0,1.0,0.0,3.0,1.0
1379311100.0,1.0,0.0,1.0,6.0,9.0,0.0
1369299500.0,1.0,0.0,1.0,3.0,5.0,1.0
1388033900.0,1.0,0.0,1.0,2.0,12.0,0.0
1396000600.0,1.0,0.0,1.0,4.0,3.0,0.0
1389329900.0,1.0,1.0,1.0,3.0,1.0,0.0
1353783400.0,1.0,0.0,1.0,5.0,11.0,1.0
1358747900.0,1.0,1.0,1.0,6.0,1.0,1.0
1381870700.0,1.0,1.0,1.0,1.0,10.0,0.0
1382201900.0,1.0,0.0,1.0,5.0,10.0,0.0
1391061500.0,1.0,0.0,1.0,2.0,1.0,0.0
1383177500.0,1.0,0.0,1.0,2.0,10.0,0.0
1343523500.0,1.0,1.0,1.0,5.0,7.0,0.0
1385110700.0,1.0,1.0,1.0,4.0,11.0,0.0
1356688600.0,1.0,0.0,1.0,4.0,12.0,1.0
1351565800.0,1.0,1.0,1.0,0.0,10.0,1.0
1363237100.0,1.0,0.0,1.0,2.0,3.0,1.0
1396238300.0,1.0,1.0,1.0,6.0,3.0,0.0
1360331900.0,1.0,1.0,1.0,4.0,2.0,1.0
1361501800.0,1.0,1.0,1.0,3.0,2.0,1.0
1333357000.0,1.0,1.0,1.0,0.0,4.0,0.0
1358294300.0,1.0,0.0,1.0,1.0,1.0,1.0
1385366300.0,1.0,1.0,1.0,6.0,11.0,0.0
1349960300.0,1.0,1.0,1.0,3.0,10.0,1.0
1372417000.0,1.0,0.0,1.0,4.0,6.0,1.0
1384329500.0,1.0,0.0,1.0,1.0,11.0,0.0
1346018300.0,1.0,1.0,1.0,6.0,8.0,1.0
1378141000.0,1.0,1.0,1.0,0.0,9.0,0.0
1395485800.0,1.0,0.0,1.0,5.0,3.0,0.0
1392047900.0,1.0,1.0,1.0,0.0,2.0,0.0
1354791400.0,1.0,1.0,1.0,3.0,12.0,1.0
1337450200.0,1.0,1.0,1.0,5.0,5.0,0.0
1388519800.0,1.0,1.0,1.0,1.0,12.0,0.0
1354712300.0,1.0,1.0,1.0,2.0,12.0,1.0
1387666700.0,1.0,0.0,1.0,5.0,12.0,0.0
1367319400.0,1.0,0.0,1.0,1.0,4.0,1.0
1370253400.0,1.0,0.0,1.0,0.0,6.0,1.0
1360760300.0,1.0,0.0,1.0,2.0,2.0,1.0
1389041900.0,1.0,0.0,1.0,0.0,1.0,0.0
1361491100.0,1.0,0.0,1.0,3.0,2.0,1.0
1386831500.0,1.0,0.0,1.0,2.0,12.0,0.0
1393048700.0,1.0,1.0,1.0,4.0,2.0,0.0
1338937100.0,1.0,0.0,1.0,1.0,6.0,0.0
1395190700.0,1.0,0.0,1.0,1.0,3.0,0.0
1391781500.0,1.0,1.0,1.0,4.0,2.0,0.0
1379926700.0,1.0,0.0,1.0,0.0,9.0,0.0
1363964300.0,1.0,1.0,1.0,4.0,3.0,1.0
1368547100.0,1.0,0.0,1.0,1.0,5.0,1.0
1352627800.0,1.0,0.0,1.0,6.0,11.0,1.0
1389736700.0,1.0,1.0,1.0,1.0,1.0,0.0
1381640300.0,1.0,1.0,1.0,5.0,10.0,0.0
1338058600.0,1.0,1.0,1.0,5.0,5.0,0.0
1371473900.0,1.0,0.0,1.0,0.0,6.0,1.0
1361631500.0,1.0,1.0,1.0,5.0,2.0,1.0
1346853500.0,1.0,1.0,1.0,2.0,9.0,1.0
1353016700.0,1.0,1.0,1.0,3.0,11.0,1.0
1355165800.0,1.0,1.0,1.0,0.0,12.0,1.0
1386813400.0,1.0,0.0,1.0,2.0,12.0,0.0
1391367400.0,1.0,0.0,1.0,6.0,2.0,0.0
1345334300.0,1.0,0.0,1.0,5.0,8.0,1.0
1375779500.0,1.0,1.0,1.0,1.0,8.0,0.0
1340063900.0,1.0,1.0,1.0,0.0,6.0,0.0
1335517000.0,1.0,0.0,1.0,4.0,4.0,0.0
1367060200.0,1.0,0.0,1.0,5.0,4.0,1.0
1338094700.0,1.0,1.0,1.0,5.0,5.0,0.0
1395982700.0,1.0,0.0,1.0,3.0,3.0,0.0
1354287500.0,1.0,1.0,1.0,4.0,11.0,1.0
1361987800.0,1.0,1.0,1.0,2.0,2.0,1.0
1360475900.0,1.0,0.0,1.0,5.0,2.0,1.0
1344362200.0,1.0,1.0,1.0,1.0,8.0,0.0
1383886700.0,1.0,1.0,1.0,3.0,11.0,0.0
1346932700.0,1.0,0.0,1.0,3.0,9.0,1.0
1338677900.0,1.0,1.0,1.0,5.0,6.0,0.0
1351256300.0,1.0,0.0,1.0,4.0,10.0,1.0
1357102700.0,1.0,0.0,1.0,1.0,1.0,1.0
1364857100.0,1.0,0.0,1.0,0.0,4.0,1.0
1341863800.0,1.0,1.0,1.0,0.0,7.0,0.0
1370221000.0,1.0,0.0,1.0,6.0,6.0,1.0
1375293400.0,1.0,1.0,1.0,2.0,7.0,0.0
1363769900.0,1.0,0.0,1.0,2.0,3.0,1.0
1362722300.0,1.0,0.0,1.0,3.0,3.0,1.0
1385758700.0,1.0,0.0,1.0,4.0,11.0,0.0
1367017100.0,1.0,0.0,1.0,4.0,4.0,1.0
1353826700.0,1.0,1.0,1.0,5.0,11.0,1.0
1342389500.0,1.0,1.0,1.0,6.0,7.0,0.0
1335131900.0,1.0,0.0,1.0,6.0,4.0,0.0
1335693400.0,1.0,1.0,1.0,6.0,4.0,0.0
1394679400.0,1.0,0.0,1.0,2.0,3.0,0.0
1369879000.0,1.0,0.0,1.0,2.0,5.0,1.0
1372136300.0,1.0,0.0,1.0,0.0,6.0,1.0
1369385900.0,1.0,0.0,1.0,4.0,5.0,1.0
1366556300.0,1.0,0.0,1.0,6.0,4.0,1.0
1370087800.0,1.0,1.0,1.0,5.0,6.0,1.0
1395457000.0,1.0,1.0,1.0,4.0,3.0,0.0
1350273500.0,1.0,1.0,1.0,6.0,10.0,1.0
1378490200.0,1.0,0.0,1.0,4.0,9.0,0.0
1355277400.0,1.0,1.0,1.0,1.0,12.0,1.0
1348531100.0,1.0,0.0,1.0,0.0,9.0,1.0
1356440300.0,1.0,1.0,1.0,1.0,12.0,1.0
1367711900.0,1.0,1.0,1.0,5.0,5.0,1.0
1388451500.0,1.0,0.0,1.0,0.0,12.0,0.0
1368158300.0,1.0,1.0,1.0,3.0,5.0,1.0
1370843900.0,1.0,0.0,1.0,6.0,6.0,1.0
1393433900.0,1.0,1.0,1.0,2.0,2.0,0.0
1338573400.0,1.0,1.0,1.0,4.0,6.0,0.0
1364518700.0,1.0,0.0,1.0,3.0,3.0,1.0
1364828300.0,1.0,1.0,1.0,0.0,4.0,1.0
1387904300.0,1.0,0.0,1.0,1.0,12.0,0.0
1368305900.0,1.0,0.0,1.0,5.0,5.0,1.0
1336330600.0,1.0,1.0,1.0,6.0,5.0,0.0
1381226200.0,1.0,0.0,1.0,1.0,10.0,0.0
1366480600.0,1.0,0.0,1.0,5.0,4.0,1.0
1366570600.0,1.0,0.0,1.0,6.0,4.0,1.0
1358701000.0,1.0,1.0,1.0,6.0,1.0,1.0
1376740700.0,1.0,0.0,1.0,5.0,8.0,0.0
1341230300.0,1.0,1.0,1.0,0.0,7.0,0.0
1385305100.0,1.0,0.0,1.0,6.0,11.0,0.0
1345967900.0,1.0,1.0,1.0,5.0,8.0,1.0
1370732300.0,1.0,0.0,1.0,5.0,6.0,1.0
1344801500.0,1.0,1.0,1.0,6.0,8.0,1.0
1387771100.0,1.0,0.0,1.0,6.0,12.0,0.0
1336809500.0,1.0,1.0,1.0,4.0,5.0,0.0
1393145900.0,1.0,0.0,1.0,6.0,2.0,0.0
1391392600.0,1.0,1.0,1.0,6.0,2.0,0.0
1377046700.0,1.0,1.0,1.0,1.0,8.0,0.0
1382349400.0,1.0,0.0,1.0,0.0,10.0,0.0
1345600600.0,1.0,1.0,1.0,1.0,8.0,1.0
1334764700.0,1.0,1.0,1.0,2.0,4.0,0.0
1346209000.0,1.0,1.0,1.0,1.0,8.0,1.0
1370224600.0,1.0,1.0,1.0,6.0,6.0,1.0
1362769000.0,1.0,1.0,1.0,4.0,3.0,1.0
1391839100.0,1.0,1.0,1.0,4.0,2.0,0.0
1394254700.0,1.0,1.0,1.0,4.0,3.0,0.0
1370415500.0,1.0,0.0,1.0,1.0,6.0,1.0
1387594600.0,1.0,0.0,1.0,4.0,12.0,0.0
1350255500.0,1.0,1.0,1.0,6.0,10.0,1.0
1340812700.0,1.0,1.0,1.0,2.0,6.0,0.0
1336888700.0,1.0,1.0,1.0,5.0,5.0,0.0
1393070300.0,1.0,0.0,1.0,5.0,2.0,0.0
1369605500.0,1.0,1.0,1.0,6.0,5.0,1.0
1384307800.0,1.0,0.0,1.0,1.0,11.0,0.0
1361455100.0,1.0,0.0,1.0,3.0,2.0,1.0
1341698300.0,1.0,1.0,1.0,5.0,7.0,0.0
1334228200.0,1.0,1.0,1.0,3.0,4.0,0.0
1367056600.0,1.0,1.0,1.0,5.0,4.0,1.0
1394434700.0,1.0,1.0,1.0,6.0,3.0,0.0
1386053900.0,1.0,0.0,1.0,0.0,12.0,0.0
1377226600.0,1.0,0.0,1.0,3.0,8.0,0.0
1361217500.0,1.0,1.0,1.0,0.0,2.0,1.0
1345273100.0,1.0,1.0,1.0,4.0,8.0,1.0
1383926300.0,1.0,1.0,1.0,4.0,11.0,0.0
1382709500.0,1.0,0.0,1.0,4.0,10.0,0.0
1368284300.0,1.0,0.0,1.0,5.0,5.0,1.0
1346025500.0,1.0,0.0,1.0,6.0,8.0,1.0
1358683100.0,1.0,1.0,1.0,6.0,1.0,1.0
1334185100.0,1.0,1.0,1.0,2.0,4.0,0.0
1373943400.0,1.0,0.0,1.0,0.0,7.0,0.0
1396033000.0,1.0,0.0,1.0,4.0,3.0,0.0
1337407100.0,1.0,1.0,1.0,4.0,5.0,0.0
1340985500.0,1.0,1.0,1.0,4.0,6.0,0.0
1355205500.0,1.0,1.0,1.0,0.0,12.0,1.0
1356325100.0,1.0,1.0,1.0,6.0,12.0,1.0
1347137900.0,1.0,1.0,1.0,5.0,9.0,1.0
1381197400.0,1.0,0.0,1.0,0.0,10.0,0.0
1337169500.0,1.0,0.0,1.0,2.0,5.0,0.0
1339289900.0,1.0,1.0,1.0,5.0,6.0,0.0
1369076200.0,1.0,0.0,1.0,0.0,5.0,1.0
1344945500.0,1.0,0.0,1.0,1.0,8.0,1.0
1356620300.0,1.0,0.0,1.0,3.0,12.0,1.0
1390262300.0,1.0,1.0,1.0,0.0,1.0,0.0
1390042600.0,1.0,1.0,1.0,5.0,1.0,0.0
1338685000.0,1.0,1.0,1.0,5.0,6.0,0.0
1369457900.0,1.0,1.0,1.0,4.0,5.0,1.0
1340369900.0,1.0,0.0,1.0,4.0,6.0,0.0
1361001500.0,1.0,0.0,1.0,4.0,2.0,1.0
1346947100.0,1.0,1.0,1.0,3.0,9.0,1.0
1350781000.0,1.0,1.0,1.0,5.0,10.0,1.0
1360339100.0,1.0,1.0,1.0,4.0,2.0,1.0
1335772700.0,1.0,1.0,1.0,6.0,4.0,0.0
1353898600.0,1.0,1.0,1.0,6.0,11.0,1.0
1384279000.0,1.0,1.0,1.0,1.0,11.0,0.0
1347152300.0,1.0,1.0,1.0,5.0,9.0,1.0
1354744700.0,1.0,1.0,1.0,2.0,12.0,1.0
1386925000.0,1.0,0.0,1.0,4.0,12.0,0.0
1388105900.0,1.0,0.0,1.0,3.0,12.0,0.0
1382507900.0,1.0,0.0,1.0,1.0,10.0,0.0
1394999900.0,1.0,1.0,1.0,6.0,3.0,0.0
1377737900.0,1.0,1.0,1.0,2.0,8.0,0.0
1389131900.0,1.0,0.0,1.0,1.0,1.0,0.0
1336867100.0,1.0,1.0,1.0,5.0,5.0,0.0
1344412700.0,1.0,0.0,1.0,1.0,8.0,0.0
1391025500.0,1.0,0.0,1.0,2.0,1.0,0.0
1340884700.0,1.0,1.0,1.0,3.0,6.0,0.0
1373993900.0,1.0,1.0,1.0,1.0,7.0,0.0
1341457000.0,1.0,1.0,1.0,2.0,7.0,0.0
1387634300.0,1.0,0.0,1.0,5.0,12.0,0.0
1372625900.0,1.0,1.0,1.0,6.0,6.0,1.0
1344952700.0,1.0,1.0,1.0,1.0,8.0,1.0
1371761900.0,1.0,0.0,1.0,3.0,6.0,1.0
1355529500.0,1.0,0.0,1.0,4.0,12.0,1.0
1344434300.0,1.0,1.0,1.0,2.0,8.0,0.0
1379368700.0,1.0,0.0,1.0,0.0,9.0,0.0
1350615400.0,1.0,1.0,1.0,3.0,10.0,1.0
1374397000.0,1.0,1.0,1.0,6.0,7.0,0.0
1362859100.0,1.0,1.0,1.0,5.0,3.0,1.0
1346101100.0,1.0,1.0,1.0,0.0,8.0,1.0
1373086700.0,1.0,1.0,1.0,4.0,7.0,0.0
1396173400.0,1.0,0.0,1.0,6.0,3.0,0.0
1386374300.0,1.0,0.0,1.0,4.0,12.0,0.0
1349373400.0,1.0,1.0,1.0,3.0,10.0,1.0
1355507800.0,1.0,0.0,1.0,4.0,12.0,1.0
1387871900.0,1.0,0.0,1.0,0.0,12.0,0.0
1355997400.0,1.0,1.0,1.0,3.0,12.0,1.0
1395266300.0,1.0,0.0,1.0,2.0,3.0,0.0
1339739900.0,1.0,1.0,1.0,3.0,6.0,0.0
1390928300.0,1.0,0.0,1.0,1.0,1.0,0.0
1372636700.0,1.0,1.0,1.0,6.0,6.0,1.0
1357250300.0,1.0,0.0,1.0,3.0,1.0,1.0
1387349900.0,1.0,0.0,1.0,1.0,12.0,0.0
1393887500.0,1.0,1.0,1.0,0.0,3.0,0.0
1373453800.0,1.0,1.0,1.0,2.0,7.0,0.0
1342760300.0,1.0,1.0,1.0,3.0,7.0,0.0
1392033500.0,1.0,0.0,1.0,0.0,2.0,0.0
1387094300.0,1.0,1.0,1.0,5.0,12.0,0.0
1359701900.0,1.0,1.0,1.0,3.0,1.0,1.0
1344905900.0,1.0,1.0,1.0,0.0,8.0,1.0
1388156300.0,1.0,0.0,1.0,4.0,12.0,0.0
1378249100.0,1.0,1.0,1.0,1.0,9.0,0.0
1385823500.0,1.0,0.0,1.0,5.0,11.0,0.0
1342216700.0,1.0,1.0,1.0,4.0,7.0,0.0
1350705500.0,1.0,1.0,1.0,4.0,10.0,1.0
1372741100.0,1.0,1.0,1.0,0.0,7.0,1.0
1372798700.0,1.0,1.0,1.0,1.0,7.0,1.0
1349798300.0,1.0,0.0,1.0,1.0,10.0,1.0
1354755500.0,1.0,1.0,1.0,2.0,12.0,1.0
1383051500.0,1.0,0.0,1.0,1.0,10.0,0.0
1363834600.0,1.0,0.0,1.0,2.0,3.0,1.0
1352534300.0,1.0,0.0,1.0,4.0,11.0,1.0
1336701400.0,1.0,1.0,1.0,3.0,5.0,0.0
1377835100.0,1.0,1.0,1.0,3.0,8.0,0.0
1387627100.0,1.0,0.0,1.0,5.0,12.0,0.0
1353664600.0,1.0,1.0,1.0,4.0,11.0,1.0
1377874700.0,1.0,1.0,1.0,4.0,8.0,0.0
1345546600.0,1.0,1.0,1.0,1.0,8.0,1.0
1363654700.0,1.0,0.0,1.0,0.0,3.0,1.0
1350464300.0,1.0,1.0,1.0,2.0,10.0,1.0
1339459100.0,1.0,1.0,1.0,0.0,6.0,0.0
1362297500.0,1.0,1.0,1.0,5.0,3.0,1.0
1365814700.0,1.0,0.0,1.0,4.0,4.0,1.0
1379181400.0,1.0,0.0,1.0,5.0,9.0,0.0
1357790300.0,1.0,0.0,1.0,2.0,1.0,1.0
1381622300.0,1.0,0.0,1.0,5.0,10.0,0.0
1368550700.0,1.0,0.0,1.0,1.0,5.0,1.0
1381996700.0,1.0,0.0,1.0,2.0,10.0,0.0
1356609500.0,1.0,1.0,1.0,3.0,12.0,1.0
1372280300.0,1.0,0.0,1.0,2.0,6.0,1.0
1360835800.0,1.0,1.0,1.0,3.0,2.0,1.0
1383587800.0,1.0,1.0,1.0,0.0,11.0,0.0
1342504700.0,1.0,1.0,1.0,0.0,7.0,0.0
1354615000.0,1.0,1.0,1.0,1.0,12.0,1.0
1357253900.0,1.0,0.0,1.0,3.0,1.0,1.0
1369587500.0,1.0,1.0,1.0,6.0,5.0,1.0
1362592600.0,1.0,1.0,1.0,2.0,3.0,1.0
1351821400.0,1.0,1.0,1.0,3.0,11.0,1.0
1337399900.0,1.0,0.0,1.0,4.0,5.0,0.0
1360054700.0,1.0,1.0,1.0,1.0,2.0,1.0
1340247400.0,1.0,1.0,1.0,2.0,6.0,0.0
1388717800.0,1.0,1.0,1.0,3.0,1.0,0.0
1336985900.0,1.0,1.0,1.0,0.0,5.0,0.0
1347256700.0,1.0,1.0,1.0,6.0,9.0,1.0
1384909000.0,1.0,1.0,1.0,1.0,11.0,0.0
1361703400.0,1.0,1.0,1.0,6.0,2.0,1.0
1386590300.0,1.0,1.0,1.0,0.0,12.0,0.0
1358866700.0,1.0,0.0,1.0,1.0,1.0,1.0
1334915800.0,1.0,1.0,1.0,4.0,4.0,0.0
1363719400.0,1.0,0.0,1.0,1.0,3.0,1.0
1345283800.0,1.0,1.0,1.0,5.0,8.0,1.0
1352703500.0,1.0,1.0,1.0,6.0,11.0,1.0
1388699900.0,1.0,0.0,1.0,3.0,1.0,0.0
1347163100.0,1.0,1.0,1.0,5.0,9.0,1.0
1371916700.0,1.0,0.0,1.0,5.0,6.0,1.0
1333619800.0,1.0,1.0,1.0,3.0,4.0,0.0
1345899500.0,1.0,1.0,1.0,5.0,8.0,1.0
1344542300.0,1.0,0.0,1.0,3.0,8.0,0.0
1342180700.0,1.0,1.0,1.0,4.0,7.0,0.0
1347425900.0,1.0,1.0,1.0,1.0,9.0,1.0
1357099100.0,1.0,0.0,1.0,1.0,1.0,1.0
1342731500.0,1.0,1.0,1.0,3.0,7.0,0.0
1346857100.0,1.0,1.0,1.0,2.0,9.0,1.0
1391720300.0,1.0,1.0,1.0,3.0,2.0,0.0
1341334700.0,1.0,0.0,1.0,1.0,7.0,0.0
1380088700.0,1.0,0.0,1.0,1.0,9.0,0.0
1364309900.0,1.0,1.0,1.0,1.0,3.0,1.0
1362625000.0,1.0,1.0,1.0,2.0,3.0,1.0
1389985000.0,1.0,1.0,1.0,4.0,1.0,0.0
1383184600.0,1.0,0.0,1.0,2.0,10.0,0.0
1344171500.0,1.0,0.0,1.0,6.0,8.0,0.0
1353963500.0,1.0,1.0,1.0,0.0,11.0,1.0
1351771100.0,1.0,1.0,1.0,3.0,11.0,1.0
1386863900.0,1.0,1.0,1.0,3.0,12.0,0.0
1341874700.0,1.0,0.0,1.0,0.0,7.0,0.0
1362797800.0,1.0,0.0,1.0,4.0,3.0,1.0
1384577900.0,1.0,1.0,1.0,4.0,11.0,0.0
1339005400.0,1.0,0.0,1.0,2.0,6.0,0.0
1341881900.0,1.0,1.0,1.0,0.0,7.0,0.0
1344369500.0,1.0,1.0,1.0,1.0,8.0,0.0
1378339100.0,1.0,0.0,1.0,2.0,9.0,0.0
1334642300.0,1.0,1.0,1.0,0.0,4.0,0.0
1364259500.0,1.0,1.0,1.0,0.0,3.0,1.0
1358639900.0,1.0,1.0,1.0,5.0,1.0,1.0
1370530700.0,1.0,0.0,1.0,3.0,6.0,1.0
1381777000.0,1.0,1.0,1.0,0.0,10.0,0.0
1351835900.0,1.0,0.0,1.0,3.0,11.0,1.0
1361743100.0,1.0,1.0,1.0,6.0,2.0,1.0
1386107900.0,1.0,0.0,1.0,1.0,12.0,0.0
1367751400.0,1.0,1.0,1.0,6.0,5.0,1.0
1339261000.0,1.0,1.0,1.0,5.0,6.0,0.0
1343717900.0,1.0,1.0,1.0,0.0,7.0,0.0
1348030700.0,1.0,0.0,1.0,1.0,9.0,1.0
1387868300.0,1.0,0.0,1.0,0.0,12.0,0.0
1360547800.0,1.0,1.0,1.0,6.0,2.0,1.0
1351591000.0,1.0,1.0,1.0,1.0,10.0,1.0
1388703500.0,1.0,0.0,1.0,3.0,1.0,0.0
1342418300.0,1.0,1.0,1.0,6.0,7.0,0.0
1386079100.0,1.0,1.0,1.0,1.0,12.0,0.0
1380495500.0,1.0,0.0,1.0,6.0,9.0,0.0
1378774700.0,1.0,0.0,1.0,0.0,9.0,0.0
1356339500.0,1.0,1.0,1.0,0.0,12.0,1.0
1386129500.0,1.0,0.0,1.0,1.0,12.0,0.0
1362236300.0,1.0,1.0,1.0,5.0,3.0,1.0
1391115500.0,1.0,1.0,1.0,3.0,1.0,0.0
1341748700.0,1.0,1.0,1.0,6.0,7.0,0.0
1340956700.0,1.0,0.0,1.0,3.0,6.0,0.0
1358276200.0,1.0,0.0,1.0,1.0,1.0,1.0
1341903500.0,1.0,1.0,1.0,0.0,7.0,0.0
1394373500.0,1.0,1.0,1.0,6.0,3.0,0.0
1385542700.0,1.0,0.0,1.0,2.0,11.0,0.0
1348336600.0,1.0,1.0,1.0,5.0,9.0,1.0
1389999500.0,1.0,1.0,1.0,4.0,1.0,0.0
1342547800.0,1.0,1.0,1.0,1.0,7.0,0.0
1341817100.0,1.0,1.0,1.0,6.0,7.0,0.0
1395514600.0,1.0,1.0,1.0,5.0,3.0,0.0
1385989100.0,1.0,0.0,1.0,0.0,12.0,0.0
1378511900.0,1.0,0.0,1.0,4.0,9.0,0.0
1374965900.0,1.0,1.0,1.0,5.0,7.0,0.0
1386644200.0,1.0,1.0,1.0,0.0,12.0,0.0
1379314700.0,1.0,0.0,1.0,6.0,9.0,0.0
1337885800.0,1.0,0.0,1.0,3.0,5.0,0.0
1387853800.0,1.0,0.0,1.0,0.0,12.0,0.0
1395680300.0,1.0,0.0,1.0,0.0,3.0,0.0
1360871800.0,1.0,1.0,1.0,3.0,2.0,1.0
1353578200.0,1.0,1.0,1.0,3.0,11.0,1.0
1369256300.0,1.0,1.0,1.0,2.0,5.0,1.0
1382093800.0,1.0,0.0,1.0,4.0,10.0,0.0
1385186300.0,1.0,0.0,1.0,4.0,11.0,0.0
1342328300.0,1.0,1.0,1.0,5.0,7.0,0.0
1372550300.0,1.0,1.0,1.0,5.0,6.0,1.0
1348617500.0,1.0,1.0,1.0,1.0,9.0,1.0
1372424300.0,1.0,1.0,1.0,4.0,6.0,1.0
1390593500.0,1.0,0.0,1.0,4.0,1.0,0.0
1338569900.0,1.0,1.0,1.0,4.0,6.0,0.0
1334768300.0,1.0,1.0,1.0,2.0,4.0,0.0
1374760700.0,1.0,1.0,1.0,3.0,7.0,0.0
1356119900.0,1.0,1.0,1.0,4.0,12.0,1.0
1351321100.0,1.0,1.0,1.0,4.0,10.0,1.0
1354075100.0,1.0,1.0,1.0,1.0,11.0,1.0
1363809500.0,1.0,0.0,1.0,2.0,3.0,1.0
1346576300.0,1.0,1.0,1.0,6.0,9.0,1.0
1335830300.0,1.0,0.0,1.0,0.0,4.0,0.0
1378299500.0,1.0,0.0,1.0,2.0,9.0,0.0
1388285800.0,1.0,0.0,1.0,5.0,12.0,0.0
1345975000.0,1.0,1.0,1.0,6.0,8.0,1.0
1349485000.0,1.0,1.0,1.0,4.0,10.0,1.0
1360400300.0,1.0,1.0,1.0,5.0,2.0,1.0
1342375000.0,1.0,0.0,1.0,6.0,7.0,0.0
1389074300.0,1.0,0.0,1.0,0.0,1.0,0.0
1376305000.0,1.0,0.0,1.0,0.0,8.0,0.0
1361552300.0,1.0,1.0,1.0,4.0,2.0,1.0
1343689100.0,1.0,1.0,1.0,0.0,7.0,0.0
1385474300.0,1.0,0.0,1.0,1.0,11.0,0.0
1338656300.0,1.0,1.0,1.0,5.0,6.0,0.0
1357880300.0,1.0,1.0,1.0,3.0,1.0,1.0
1388465900.0,1.0,0.0,1.0,0.0,12.0,0.0
1355770600.0,1.0,1.0,1.0,0.0,12.0,1.0
1395215900.0,1.0,0.0,1.0,1.0,3.0,0.0
1357858700.0,1.0,1.0,1.0,3.0,1.0,1.0
1348001900.0,1.0,1.0,1.0,1.0,9.0,1.0
1380711400.0,1.0,0.0,1.0,2.0,10.0,0.0
1343671000.0,1.0,1.0,1.0,0.0,7.0,0.0
1383713900.0,1.0,1.0,1.0,1.0,11.0,0.0
1388462300.0,1.0,0.0,1.0,0.0,12.0,0.0
1338757100.0,1.0,0.0,1.0,6.0,6.0,0.0
1371873500.0,1.0,1.0,1.0,4.0,6.0,1.0
1362783500.0,1.0,0.0,1.0,4.0,3.0,1.0
1352015900.0,1.0,1.0,1.0,5.0,11.0,1.0
1388944600.0,1.0,1.0,1.0,6.0,1.0,0.0
1338335900.0,1.0,1.0,1.0,1.0,5.0,0.0
1345222700.0,1.0,1.0,1.0,4.0,8.0,1.0
1381816700.0,1.0,0.0,1.0,0.0,10.0,0.0
1393973900.0,1.0,0.0,1.0,1.0,3.0,0.0
1362484700.0,1.0,1.0,1.0,1.0,3.0,1.0
1335171500.0,1.0,1.0,1.0,0.0,4.0,0.0
1339793900.0,1.0,1.0,1.0,4.0,6.0,0.0
